"RACEID","YEAR","ROUND","NAME","F1DATE","TIME","URL","SCORE","DNF_COUNT","DNF_DUE_TO_ACCIDENT_COUNT","WEATHER","WEATHER_WET","CIRCUITREF","YEAR_C","RACE_COUNT","NAME_YEAR","OVERTAKEN_POSITIONS_TOTAL"
683,1967,5,"French Grand Prix",02-JUL-67,"\N","http://en.wikipedia.org/wiki/1967_French_Grand_Prix",,10,0,"not found","N","lemans","1967",1,"1967 French Grand Prix",0
680,1967,2,"Monaco Grand Prix",07-MAY-67,"\N","http://en.wikipedia.org/wiki/1967_Monaco_Grand_Prix",,13,2,"not found","N","monaco","1967",1,"1967 Monaco Grand Prix",0
674,1968,8,"German Grand Prix",04-AUG-68,"\N","http://en.wikipedia.org/wiki/1968_German_Grand_Prix",,6,3,"Hazy, Wet","Y","nurburgring","1968",1,"1968 German Grand Prix",0
669,1968,3,"Monaco Grand Prix",26-MAY-68,"\N","http://en.wikipedia.org/wiki/1968_Monaco_Grand_Prix",,13,5,"Sunny, Mild, Dry","N","monaco","1968",1,"1968 Monaco Grand Prix",0
660,1969,5,"French Grand Prix",06-JUL-69,"\N","http://en.wikipedia.org/wiki/1969_French_Grand_Prix",,4,0,"Sunny, mild, dry","N","charade","1969",1,"1969 French Grand Prix",0
662,1969,7,"German Grand Prix",03-AUG-69,"\N","http://en.wikipedia.org/wiki/1969_German_Grand_Prix",,10,3,"not found","N","nurburgring","1969",1,"1969 German Grand Prix",0
658,1969,3,"Monaco Grand Prix",18-MAY-69,"\N","http://en.wikipedia.org/wiki/1969_Monaco_Grand_Prix",,9,2,"Overcast, mild, dry","N","monaco","1969",1,"1969 Monaco Grand Prix",0
648,1970,6,"French Grand Prix",05-JUL-70,"\N","http://en.wikipedia.org/wiki/1970_French_Grand_Prix",,10,1,"Overcast","N","charade","1970",1,"1970 French Grand Prix",0
650,1970,8,"German Grand Prix",02-AUG-70,"\N","http://en.wikipedia.org/wiki/1970_German_Grand_Prix",,18,0,"not found","N","hockenheimring","1970",1,"1970 German Grand Prix",0
645,1970,3,"Monaco Grand Prix",10-MAY-70,"\N","http://en.wikipedia.org/wiki/1970_Monaco_Grand_Prix",,14,0,"Sunny and warm","N","monaco","1970",1,"1970 Monaco Grand Prix",0
636,1971,5,"French Grand Prix",04-JUL-71,"\N","http://en.wikipedia.org/wiki/1971_French_Grand_Prix",,11,1,"not found","N","ricard","1971",1,"1971 French Grand Prix",0
638,1971,7,"German Grand Prix",01-AUG-71,"\N","http://en.wikipedia.org/wiki/1971_German_Grand_Prix",,11,3,"not found","N","nurburgring","1971",1,"1971 German Grand Prix",0
625,1972,6,"French Grand Prix",02-JUL-72,"\N","http://en.wikipedia.org/wiki/1972_French_Grand_Prix",,8,1,"not found","N","charade","1972",1,"1972 French Grand Prix",0
623,1972,4,"Monaco Grand Prix",14-MAY-72,"\N","http://en.wikipedia.org/wiki/1972_Monaco_Grand_Prix",,8,6,"Wet","Y","monaco","1972",1,"1972 Monaco Grand Prix",0
612,1973,8,"French Grand Prix",01-JUL-73,"\N","http://en.wikipedia.org/wiki/1973_French_Grand_Prix",,9,2,"Sunny and warm","N","ricard","1973",1,"1973 French Grand Prix",0
610,1973,6,"Monaco Grand Prix",03-JUN-73,"\N","http://en.wikipedia.org/wiki/1973_Monaco_Grand_Prix",,16,1,"not found","N","monaco","1973",1,"1973 Monaco Grand Prix",0
600,1974,11,"German Grand Prix",04-AUG-74,"\N","http://en.wikipedia.org/wiki/1974_German_Grand_Prix",,18,4,"Overcast, showers","Y","nurburgring","1974",1,"1974 German Grand Prix",0
586,1975,11,"German Grand Prix",03-AUG-75,"\N","http://en.wikipedia.org/wiki/1975_German_Grand_Prix",,17,4,"Dry and sunny","N","nurburgring","1975",1,"1975 German Grand Prix",0
567,1976,8,"French Grand Prix",04-JUL-76,"\N","http://en.wikipedia.org/wiki/1976_French_Grand_Prix",,12,0,"not found","N","ricard","1976",1,"1976 French Grand Prix",0
569,1976,10,"German Grand Prix",01-AUG-76,"\N","http://en.wikipedia.org/wiki/1976_German_Grand_Prix",,13,6,"Rain at start, later drying","Y","nurburgring","1976",1,"1976 German Grand Prix",0
551,1977,9,"French Grand Prix",03-JUL-77,"\N","http://en.wikipedia.org/wiki/1977_French_Grand_Prix",,17,5,"Dry","N","dijon","1977",1,"1977 French Grand Prix",0
535,1978,9,"French Grand Prix",02-JUL-78,"\N","http://en.wikipedia.org/wiki/1978_French_Grand_Prix",,11,0,"Dry","N","ricard","1978",1,"1978 French Grand Prix",0
531,1978,5,"Monaco Grand Prix",07-MAY-78,"\N","http://en.wikipedia.org/wiki/1978_Monaco_Grand_Prix",,19,3,"Dry","N","monaco","1978",1,"1978 Monaco Grand Prix",0
519,1979,8,"French Grand Prix",01-JUL-79,"\N","http://en.wikipedia.org/wiki/1979_French_Grand_Prix",,9,2,"Dry","N","dijon","1979",1,"1979 French Grand Prix",0
518,1979,7,"Monaco Grand Prix",27-MAY-79,"\N","http://en.wikipedia.org/wiki/1979_Monaco_Grand_Prix",,19,3,"Dry","N","monaco","1979",1,"1979 Monaco Grand Prix",0
504,1980,7,"French Grand Prix",29-JUN-80,"\N","http://en.wikipedia.org/wiki/1980_French_Grand_Prix",,14,1,"Dry","N","ricard","1980",1,"1980 French Grand Prix",0
503,1980,6,"Monaco Grand Prix",18-MAY-80,"\N","http://en.wikipedia.org/wiki/1980_Monaco_Grand_Prix",,19,7,"Dry at the start, damp in the end","Y","monaco","1980",1,"1980 Monaco Grand Prix",0
490,1981,8,"French Grand Prix",05-JUL-81,"\N","http://en.wikipedia.org/wiki/1981_French_Grand_Prix",,13,1,"Wet","Y","dijon","1981",1,"1981 French Grand Prix",0
488,1981,6,"Monaco Grand Prix",31-MAY-81,"\N","http://en.wikipedia.org/wiki/1981_Monaco_Grand_Prix",,24,6,"Dry","N","monaco","1981",1,"1981 Monaco Grand Prix",0
477,1982,11,"French Grand Prix",25-JUL-82,"\N","http://en.wikipedia.org/wiki/1982_French_Grand_Prix",,13,4,"Dry","N","ricard","1982",1,"1982 French Grand Prix",0
472,1982,6,"Monaco Grand Prix",23-MAY-82,"\N","http://en.wikipedia.org/wiki/1982_Monaco_Grand_Prix",,26,3,"Dry, then Wet","Y","monaco","1982",1,"1982 Monaco Grand Prix",0
454,1983,3,"French Grand Prix",17-APR-83,"\N","http://en.wikipedia.org/wiki/1983_French_Grand_Prix",,17,1,"not found","N","ricard","1983",1,"1983 French Grand Prix",0
461,1983,10,"German Grand Prix",07-AUG-83,"\N","http://en.wikipedia.org/wiki/1983_German_Grand_Prix",,17,0,"Dry","N","hockenheimring","1983",1,"1983 German Grand Prix",0
456,1983,5,"Monaco Grand Prix",15-MAY-83,"\N","http://en.wikipedia.org/wiki/1983_Monaco_Grand_Prix",,21,6,"Wet track at the start","Y","monaco","1983",1,"1983 Monaco Grand Prix",0
444,1984,9,"Dallas Grand Prix",08-JUL-84,"\N","http://en.wikipedia.org/wiki/1984_Dallas_Grand_Prix",,19,13,"Sunny with temperatures reaching up to 100 °F (38 °C); wind speeds approaching speeds up to 14 miles per hour (23 km/h)[1]","N","dallas","1984",1,"1984 Dallas Grand Prix",0
440,1984,5,"French Grand Prix",20-MAY-84,"\N","http://en.wikipedia.org/wiki/1984_French_Grand_Prix",,13,2,"Dry","N","dijon","1984",1,"1984 French Grand Prix",0
441,1984,6,"Monaco Grand Prix",03-JUN-84,"\N","http://en.wikipedia.org/wiki/1984_Monaco_Grand_Prix",,19,7,"Heavy rain and spray","Y","monaco","1984",1,"1984 Monaco Grand Prix",0
426,1985,7,"French Grand Prix",07-JUL-85,"\N","http://en.wikipedia.org/wiki/1985_French_Grand_Prix",,12,4,"not found","N","ricard","1985",1,"1985 French Grand Prix",0
428,1985,9,"German Grand Prix",04-AUG-85,"\N","http://en.wikipedia.org/wiki/1985_German_Grand_Prix",,17,2,"Dry","N","nurburgring","1985",1,"1985 German Grand Prix",0
423,1985,4,"Monaco Grand Prix",19-MAY-85,"\N","http://en.wikipedia.org/wiki/1985_Monaco_Grand_Prix",,14,6,"Dry","N","monaco","1985",1,"1985 Monaco Grand Prix",0
411,1986,8,"French Grand Prix",06-JUL-86,"\N","http://en.wikipedia.org/wiki/1986_French_Grand_Prix",,15,5,"Dry","N","ricard","1986",1,"1986 French Grand Prix",0
413,1986,10,"German Grand Prix",27-JUL-86,"\N","http://en.wikipedia.org/wiki/1986_German_Grand_Prix",,17,1,"Dry","N","hockenheimring","1986",1,"1986 German Grand Prix",0
407,1986,4,"Monaco Grand Prix",11-MAY-86,"\N","http://en.wikipedia.org/wiki/1986_Monaco_Grand_Prix",,13,3,"Sunny, mild, dry","N","monaco","1986",1,"1986 Monaco Grand Prix",0
393,1987,6,"French Grand Prix",05-JUL-87,"\N","http://en.wikipedia.org/wiki/1987_French_Grand_Prix",,17,0,"Sunny and hot","N","ricard","1987",1,"1987 French Grand Prix",0
395,1987,8,"German Grand Prix",26-JUL-87,"\N","http://en.wikipedia.org/wiki/1987_German_Grand_Prix",,20,0,"not found","N","hockenheimring","1987",1,"1987 German Grand Prix",0
391,1987,4,"Monaco Grand Prix",31-MAY-87,"\N","http://en.wikipedia.org/wiki/1987_Monaco_Grand_Prix",,14,1,"Sunny and warm","N","monaco","1987",1,"1987 Monaco Grand Prix",0
380,1988,9,"German Grand Prix",24-JUL-88,"\N","http://en.wikipedia.org/wiki/1988_German_Grand_Prix",,13,4,"Wet and cool","Y","hockenheimring","1988",1,"1988 German Grand Prix",0
374,1988,3,"Monaco Grand Prix",15-MAY-88,"\N","http://en.wikipedia.org/wiki/1988_Monaco_Grand_Prix",,21,5,"Warm and dry","N","monaco","1988",1,"1988 Monaco Grand Prix",0
364,1989,9,"German Grand Prix",30-JUL-89,"\N","http://en.wikipedia.org/wiki/1989_German_Grand_Prix",,27,4,"Warm, cloudy","N","hockenheimring","1989",1,"1989 German Grand Prix",0
358,1989,3,"Monaco Grand Prix",07-MAY-89,"\N","http://en.wikipedia.org/wiki/1989_Monaco_Grand_Prix",,23,1,"Warm, dry, sunny","N","monaco","1989",1,"1989 Monaco Grand Prix",0
329,1990,9,"German Grand Prix",29-JUL-90,"\N","http://en.wikipedia.org/wiki/1990_German_Grand_Prix",,25,2,"Hot, dry, sunny","N","hockenheimring","1990",1,"1990 German Grand Prix",0
311,1991,7,"French Grand Prix",07-JUL-91,"\N","http://en.wikipedia.org/wiki/1991_French_Grand_Prix",,22,5,"not found","N","magny_cours","1991",1,"1991 French Grand Prix",0
308,1991,4,"Monaco Grand Prix",12-MAY-91,"\N","http://en.wikipedia.org/wiki/1991_Monaco_Grand_Prix",,22,4,"Cloudy, mild, dry","N","monaco","1991",1,"1991 Monaco Grand Prix",0
296,1992,8,"French Grand Prix",05-JUL-92,"\N","http://en.wikipedia.org/wiki/1992_French_Grand_Prix",,19,8,"Dry, then raining","Y","magny_cours","1992",1,"1992 French Grand Prix",0
294,1992,6,"Monaco Grand Prix",31-MAY-92,"\N","http://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix",,20,4,"Dry","N","monaco","1992",1,"1992 Monaco Grand Prix",0
280,1993,8,"French Grand Prix",04-JUL-93,"\N","http://en.wikipedia.org/wiki/1993_French_Grand_Prix",,11,2,"not found","N","magny_cours","1993",1,"1993 French Grand Prix",0
278,1993,6,"Monaco Grand Prix",23-MAY-93,"\N","http://en.wikipedia.org/wiki/1993_Monaco_Grand_Prix",,13,4,"Partly cloudy, mild, dry","N","monaco","1993",1,"1993 Monaco Grand Prix",0
260,1994,4,"Monaco Grand Prix",15-MAY-94,"\N","http://en.wikipedia.org/wiki/1994_Monaco_Grand_Prix",,15,6,"Sunny","N","monaco","1994",1,"1994 Monaco Grand Prix",0
248,1995,9,"German Grand Prix",30-JUL-95,"\N","http://en.wikipedia.org/wiki/1995_German_Grand_Prix",,15,1,"Sunny, 28°C","N","hockenheimring","1995",1,"1995 German Grand Prix",0
234,1996,11,"German Grand Prix",28-JUL-96,"\N","http://en.wikipedia.org/wiki/1996_German_Grand_Prix",,8,2,"Sunny, dry","N","hockenheimring","1996",1,"1996 German Grand Prix",57
214,1997,8,"French Grand Prix",29-JUN-97,"\N","http://en.wikipedia.org/wiki/1997_French_Grand_Prix",,11,6,"Dry at first, rain in closing stages","Y","magny_cours","1997",1,"1997 French Grand Prix",66
216,1997,10,"German Grand Prix",27-JUL-97,"\N","http://en.wikipedia.org/wiki/1997_German_Grand_Prix",,11,5,"Sunny, dry track","N","hockenheimring","1997",1,"1997 German Grand Prix",63
211,1997,5,"Monaco Grand Prix",11-MAY-97,"\N","http://en.wikipedia.org/wiki/1997_Monaco_Grand_Prix",,12,12,"Overcast, cold and rain, air temperature 11 °C (52 °F)","Y","monaco","1997",1,"1997 Monaco Grand Prix",44
201,1998,11,"German Grand Prix",02-AUG-98,"\N","http://en.wikipedia.org/wiki/1998_German_Grand_Prix",,5,0,"Cloudy but dry","N","hockenheimring","1998",1,"1998 German Grand Prix",68
196,1998,6,"Monaco Grand Prix",24-MAY-98,"\N","http://en.wikipedia.org/wiki/1998_Monaco_Grand_Prix",,11,3,"Hot and sunny with temperatures reaching up to 22 °C (72 °F)[1]","N","monaco","1998",1,"1998 Monaco Grand Prix",34
184,1999,10,"German Grand Prix",01-AUG-99,"\N","http://en.wikipedia.org/wiki/1999_German_Grand_Prix",,12,3,"Partially cloudy, very hot, dry","N","hockenheimring","1999",1,"1999 German Grand Prix",90
178,1999,4,"Monaco Grand Prix",16-MAY-99,"\N","http://en.wikipedia.org/wiki/1999_Monaco_Grand_Prix",,14,4,"Sunny, hot, dry","N","monaco","1999",1,"1999 Monaco Grand Prix",28
166,2000,9,"French Grand Prix",02-JUL-00,"\N","http://en.wikipedia.org/wiki/2000_French_Grand_Prix",,7,3,"Sunny, dry, Air Temp: 27°C","N","magny_cours","2000",1,"2000 French Grand Prix",120
168,2000,11,"German Grand Prix",30-JUL-00,"\N","http://en.wikipedia.org/wiki/2000_German_Grand_Prix",,11,6,"Dry/Wet","Y","hockenheimring","2000",1,"2000 German Grand Prix",175
164,2000,7,"Monaco Grand Prix",04-JUN-00,"\N","http://en.wikipedia.org/wiki/2000_Monaco_Grand_Prix",,13,7,"Sunny","N","monaco","2000",1,"2000 Monaco Grand Prix",27
152,2001,12,"German Grand Prix",29-JUL-01,"\N","http://en.wikipedia.org/wiki/2001_German_Grand_Prix",,12,4,"not found","N","hockenheimring","2001",1,"2001 German Grand Prix",85
147,2001,7,"Monaco Grand Prix",27-MAY-01,"\N","http://en.wikipedia.org/wiki/2001_Monaco_Grand_Prix",,12,3,"Warm and Sunny, Air Temp: 23 °C (73 °F), Track 36 to 39 °C (97 to 102 °F)","N","monaco","2001",1,"2001 Monaco Grand Prix",50
134,2002,11,"French Grand Prix",21-JUL-02,"\N","http://en.wikipedia.org/wiki/2002_French_Grand_Prix",,12,3,"Warm and sunny, Air Temp: 25°C","N","magny_cours","2002",1,"2002 French Grand Prix",77
135,2002,12,"German Grand Prix",28-JUL-02,"\N","http://en.wikipedia.org/wiki/2002_German_Grand_Prix",,12,2,"Fine, Air Temp: 28°C","N","hockenheimring","2002",1,"2002 German Grand Prix",134
130,2002,7,"Monaco Grand Prix",26-MAY-02,"\N","http://en.wikipedia.org/wiki/2002_Monaco_Grand_Prix",,10,7,"Fine; air temperature 22 °C (72 °F)","N","monaco","2002",1,"2002 Monaco Grand Prix",91
117,2003,10,"French Grand Prix",06-JUL-03,"\N","http://en.wikipedia.org/wiki/2003_French_Grand_Prix",,4,0,"Cloudy, Air: 26 °C (79 °F), Track 35 °C (95 °F)","N","magny_cours","2003",1,"2003 French Grand Prix",139
119,2003,12,"German Grand Prix",03-AUG-03,"\N","http://en.wikipedia.org/wiki/2003_German_Grand_Prix",,9,6,"Fine","N","hockenheimring","2003",1,"2003 German Grand Prix",69
114,2003,7,"Monaco Grand Prix",01-JUN-03,"\N","http://en.wikipedia.org/wiki/2003_Monaco_Grand_Prix",,7,2,"Fine","N","monaco","2003",1,"2003 Monaco Grand Prix",88
99,2004,10,"French Grand Prix",04-JUL-04,"\N","http://en.wikipedia.org/wiki/2004_French_Grand_Prix",,2,1,"Sunny","N","magny_cours","2004",1,"2004 French Grand Prix",151
101,2004,12,"German Grand Prix",25-JUL-04,"\N","http://en.wikipedia.org/wiki/2004_German_Grand_Prix",,3,0,"Sunny","N","hockenheimring","2004",1,"2004 German Grand Prix",196
80,2005,10,"French Grand Prix",03-JUL-05,"14:00:00","http://en.wikipedia.org/wiki/2005_French_Grand_Prix",,5,0,"Sunny, Air: 32 °C (90 °F), Track 53 °C (127 °F)","N","magny_cours","2005",1,"2005 French Grand Prix",114
76,2005,6,"Monaco Grand Prix",22-MAY-05,"14:00:00","http://en.wikipedia.org/wiki/2005_Monaco_Grand_Prix",,4,3,"Fine","N","monaco","2005",1,"2005 Monaco Grand Prix",70
63,2006,11,"French Grand Prix",16-JUL-06,"14:00:00","http://en.wikipedia.org/wiki/2006_French_Grand_Prix",,6,0,"Sunny, warm","N","magny_cours","2006",1,"2006 French Grand Prix",119
64,2006,12,"German Grand Prix",30-JUL-06,"14:00:00","http://en.wikipedia.org/wiki/2006_German_Grand_Prix",,10,2,"Sunny, warm","N","hockenheimring","2006",1,"2006 German Grand Prix",108
43,2007,8,"French Grand Prix",01-JUL-07,"12:00:00","http://en.wikipedia.org/wiki/2007_French_Grand_Prix",,5,3,"Cloudy","N","magny_cours","2007",1,"2007 French Grand Prix",89
40,2007,5,"Monaco Grand Prix",27-MAY-07,"12:00:00","http://en.wikipedia.org/wiki/2007_Monaco_Grand_Prix",,5,2,"Cloudy, air temp 24–27 °C (75–81 °F), track temp 33–42 °C (91–108 °F)","N","monaco","2007",1,"2007 Monaco Grand Prix",62
839,1950,7,"Italian Grand Prix",03-SEP-50,"\N","http://en.wikipedia.org/wiki/1950_Italian_Grand_Prix",,21,0,"Warm, hot and sunny","N","monza","1950",1,"1950 Italian Grand Prix",0
829,1951,5,"British Grand Prix",14-JUL-51,"\N","http://en.wikipedia.org/wiki/1951_British_Grand_Prix",,7,0,"Mild, Dry","N","silverstone","1951",1,"1951 British Grand Prix",0
831,1951,7,"Italian Grand Prix",16-SEP-51,"\N","http://en.wikipedia.org/wiki/1951_Italian_Grand_Prix",,13,0,"Warm and sunny","N","monza","1951",1,"1951 Italian Grand Prix",0
819,1952,3,"Belgian Grand Prix",22-JUN-52,"\N","http://en.wikipedia.org/wiki/1952_Belgian_Grand_Prix",,7,3,"Rain","Y","spa","1952",1,"1952 Belgian Grand Prix",0
824,1952,8,"Italian Grand Prix",07-SEP-52,"\N","http://en.wikipedia.org/wiki/1952_Italian_Grand_Prix",,20,0,"Sunny","N","monza","1952",1,"1952 Italian Grand Prix",0
811,1953,4,"Belgian Grand Prix",21-JUN-53,"\N","http://en.wikipedia.org/wiki/1953_Belgian_Grand_Prix",,10,2,"Hot, dry","N","spa","1953",1,"1953 Belgian Grand Prix",0
816,1953,9,"Italian Grand Prix",13-SEP-53,"\N","http://en.wikipedia.org/wiki/1953_Italian_Grand_Prix",,14,2,"Sunny, mild, dry","N","monza","1953",1,"1953 Italian Grand Prix",0
801,1954,3,"Belgian Grand Prix",20-JUN-54,"\N","http://en.wikipedia.org/wiki/1954_Belgian_Grand_Prix",,7,0,"Sunny, mild, dry","N","spa","1954",1,"1954 Belgian Grand Prix",0
806,1954,8,"Italian Grand Prix",05-SEP-54,"\N","http://en.wikipedia.org/wiki/1954_Italian_Grand_Prix",,10,1,"Sunny, mild, dry","N","monza","1954",1,"1954 Italian Grand Prix",0
807,1954,9,"Spanish Grand Prix",24-OCT-54,"\N","http://en.wikipedia.org/wiki/1954_Spanish_Grand_Prix",,14,1,"Sunny, mild, dry","N","pedralbes","1954",1,"1954 Spanish Grand Prix",0
797,1955,6,"British Grand Prix",16-JUL-55,"\N","http://en.wikipedia.org/wiki/1955_British_Grand_Prix",,17,0,"Hot, dry.[1]","N","aintree","1955",1,"1955 British Grand Prix",0
798,1955,7,"Italian Grand Prix",11-SEP-55,"\N","http://en.wikipedia.org/wiki/1955_Italian_Grand_Prix",,14,0,"not found","N","monza","1955",1,"1955 Italian Grand Prix",0
791,1956,8,"Italian Grand Prix",02-SEP-56,"\N","http://en.wikipedia.org/wiki/1956_Italian_Grand_Prix",,16,0,"Cloudy, warm, alternating light rain","Y","monza","1956",1,"1956 Italian Grand Prix",0
783,1957,8,"Italian Grand Prix",08-SEP-57,"\N","http://en.wikipedia.org/wiki/1957_Italian_Grand_Prix",,7,0,"not found","N","monza","1957",1,"1957 Italian Grand Prix",0
782,1957,7,"Pescara Grand Prix",18-AUG-57,"\N","http://en.wikipedia.org/wiki/1957_Pescara_Grand_Prix",,9,2,"Sunny, very hot, dry","N","pescara","1957",1,"1957 Pescara Grand Prix",0
769,1958,5,"Belgian Grand Prix",15-JUN-58,"\N","http://en.wikipedia.org/wiki/1958_Belgian_Grand_Prix",,9,1,"Hot, dry","N","spa","1958",1,"1958 Belgian Grand Prix",0
771,1958,7,"British Grand Prix",19-JUL-58,"\N","http://en.wikipedia.org/wiki/1958_British_Grand_Prix",,11,0,"not found","N","silverstone","1958",1,"1958 British Grand Prix",0
774,1958,10,"Italian Grand Prix",07-SEP-58,"\N","http://en.wikipedia.org/wiki/1958_Italian_Grand_Prix",,14,3,"not found","N","monza","1958",1,"1958 Italian Grand Prix",0
760,1959,5,"British Grand Prix",18-JUL-59,"\N","http://en.wikipedia.org/wiki/1959_British_Grand_Prix",,17,2,"Dry and sunny.","N","aintree","1959",1,"1959 British Grand Prix",0
763,1959,8,"Italian Grand Prix",13-SEP-59,"\N","http://en.wikipedia.org/wiki/1959_Italian_Grand_Prix",,6,0,"Dry and sunny","N","monza","1959",1,"1959 Italian Grand Prix",0
750,1960,5,"Belgian Grand Prix",19-JUN-60,"\N","http://en.wikipedia.org/wiki/1960_Belgian_Grand_Prix",,13,5,"not found","N","spa","1960",1,"1960 Belgian Grand Prix",0
754,1960,9,"Italian Grand Prix",04-SEP-60,"\N","http://en.wikipedia.org/wiki/1960_Italian_Grand_Prix",,7,1,"Warm, dry","N","monza","1960",1,"1960 Italian Grand Prix",0
740,1961,3,"Belgian Grand Prix",18-JUN-61,"\N","http://en.wikipedia.org/wiki/1961_Belgian_Grand_Prix",,13,0,"Sunny","N","spa","1961",1,"1961 Belgian Grand Prix",0
742,1961,5,"British Grand Prix",15-JUL-61,"\N","http://en.wikipedia.org/wiki/1961_British_Grand_Prix",,15,2,"Torrential rain, drying later","Y","aintree","1961",1,"1961 British Grand Prix",0
744,1961,7,"Italian Grand Prix",10-SEP-61,"\N","http://en.wikipedia.org/wiki/1961_Italian_Grand_Prix",,27,4,"Sunny","N","monza","1961",1,"1961 Italian Grand Prix",0
731,1962,3,"Belgian Grand Prix",17-JUN-62,"\N","http://en.wikipedia.org/wiki/1962_Belgian_Grand_Prix",,15,2,"Sunny","N","spa","1962",1,"1962 Belgian Grand Prix",0
735,1962,7,"Italian Grand Prix",16-SEP-62,"\N","http://en.wikipedia.org/wiki/1962_Italian_Grand_Prix",,19,0,"Dry, with rain later","Y","monza","1962",1,"1962 Italian Grand Prix",0
720,1963,2,"Belgian Grand Prix",09-JUN-63,"\N","http://en.wikipedia.org/wiki/1963_Belgian_Grand_Prix",,18,5,"Wet and overcast","Y","spa","1963",1,"1963 Belgian Grand Prix",0
723,1963,5,"British Grand Prix",20-JUL-63,"\N","http://en.wikipedia.org/wiki/1963_British_Grand_Prix",,13,0,"not found","N","silverstone","1963",1,"1963 British Grand Prix",0
725,1963,7,"Italian Grand Prix",08-SEP-63,"\N","http://en.wikipedia.org/wiki/1963_Italian_Grand_Prix",,21,0,"Warm, dry and sunny","N","monza","1963",1,"1963 Italian Grand Prix",0
727,1963,9,"Mexican Grand Prix",27-OCT-63,"\N","http://en.wikipedia.org/wiki/1963_Mexican_Grand_Prix",,15,0,"Overcast, dry","N","rodriguez","1963",1,"1963 Mexican Grand Prix",0
713,1964,5,"British Grand Prix",11-JUL-64,"\N","http://en.wikipedia.org/wiki/1964_British_Grand_Prix",,11,3,"Warm, dry","N","brands_hatch","1964",1,"1964 British Grand Prix",0
718,1964,10,"Mexican Grand Prix",25-OCT-64,"\N","http://en.wikipedia.org/wiki/1964_Mexican_Grand_Prix",,8,0,"not found","N","rodriguez","1964",1,"1964 Mexican Grand Prix",0
701,1965,3,"Belgian Grand Prix",13-JUN-65,"\N","http://en.wikipedia.org/wiki/1965_Belgian_Grand_Prix",,6,1,"Heavy rain","Y","spa","1965",1,"1965 Belgian Grand Prix",0
